"Choose the antonym for 'problematic'.","[""diminution"",""inaugural"",""simple"",""intricate""]","simple","ant","problematic"
"Choose the antonym for 'proclivity'.","[""hedonist"",""resistance"",""duration"",""moratorium""]","resistance","ant","proclivity"
"Choose the antonym for 'procure'.","[""substantial"",""virulent"",""forfeit"",""conferred""]","forfeit","ant","procure"
"Choose the antonym for 'prodigal'.","[""thrifty"",""philosophical"",""cemetery"",""dilapidated""]","thrifty","ant","prodigal"
"Choose the antonym for 'prodigious'.","[""grieve"",""meagre"",""supple"",""disdain""]","meagre","ant","prodigious"
"Choose the antonym for 'prodigy'.","[""novice"",""genealogy"",""jeer"",""waver""]","novice","ant","prodigy"
"Choose the antonym for 'profane'.","[""colloquial"",""eccentric"",""insight"",""devout""]","devout","ant","profane"
"Choose the antonym for 'profess'.","[""deny"",""adversity"",""exhilarating"",""copious""]","deny","ant","profess"
"Choose the antonym for 'proficient'.","[""equine"",""impetuous"",""disclose"",""inexperienced""]","inexperienced","ant","proficient"
"Choose the antonym for 'profit'.","[""mediate"",""citizen"",""expense"",""fateful""]","expense","ant","profit"
"Choose the antonym for 'profound'.","[""obsolete"",""trivial"",""enormous"",""matte""]","trivial","ant","profound"
"Choose the antonym for 'profusion'.","[""heeding"",""scoff"",""insatiable"",""scarcity""]","scarcity","ant","profusion"
"Choose the antonym for 'proliferation'.","[""justify"",""espouse"",""decline"",""outrageous""]","decline","ant","proliferation"
"Choose the antonym for 'prolific'.","[""opt"",""accessible"",""barren"",""inhabitants""]","barren","ant","prolific"
"Choose the antonym for 'prologue'.","[""hiatus"",""epilogue"",""forthwith"",""ferocious""]","epilogue","ant","prologue"
"Choose the antonym for 'prominent'.","[""company"",""resonate"",""insignificant"",""incentive""]","insignificant","ant","prominent"
"Choose the antonym for 'promote'.","[""oppose"",""equanimity"",""banish"",""fragment""]","oppose","ant","promote"
"Choose the antonym for 'prompt'.","[""provoke"",""ominous"",""slow"",""goaded""]","slow","ant","prompt"
"Choose the antonym for 'pronounce'.","[""sombre"",""indulge"",""predator"",""mumble""]","mumble","ant","pronounce"
"Choose the antonym for 'prophetic'.","[""stride"",""prevalent"",""retrospective"",""investigate""]","retrospective","ant","prophetic"
"Choose the antonym for 'proportion'.","[""diverse"",""calamity"",""whole"",""stalwart""]","whole","ant","proportion"
"Choose the antonym for 'propriety'.","[""rudeness"",""disarray"",""commit"",""controversy""]","rudeness","ant","propriety"
"Choose the antonym for 'prospective'.","[""avoid"",""incense"",""current"",""imperative""]","current","ant","prospective"
"Choose the antonym for 'prosper'.","[""inherent"",""poverty"",""sermon"",""decline""]","decline","ant","prosper"
"Choose the antonym for 'prosperous'.","[""poor"",""intermittently"",""consume"",""fund""]","poor","ant","prosperous"
"Choose the antonym for 'protagonist'.","[""antagonist"",""hapless"",""connotation"",""decrepit""]","antagonist","ant","protagonist"
"Choose the antonym for 'protract'.","[""esoteric"",""acclaim"",""midst"",""curtail""]","curtail","ant","protract"
"Choose the antonym for 'proverb'.","[""inhabitants"",""improvisation"",""riddle"",""hilarious""]","riddle","ant","proverb"
"Choose the antonym for 'provincial'.","[""vex"",""urban"",""labour"",""signature""]","urban","ant","provincial"
"Choose the antonym for 'provisional'.","[""assertive"",""inclusive"",""permanent"",""implausible""]","permanent","ant","provisional"
"Choose the antonym for 'provocative'.","[""burden"",""pining"",""calm"",""belittle""]","calm","ant","provocative"
"Choose the antonym for 'proximity'.","[""dismay"",""remoteness"",""pacify"",""humorous""]","remoteness","ant","proximity"
"Choose the antonym for 'prudence'.","[""recklessness"",""secretary"",""coax"",""clemency""]","recklessness","ant","prudence"
"Choose the antonym for 'pugnacious'.","[""eclipse"",""campaign"",""peaceful"",""worthy""]","peaceful","ant","pugnacious"
"Choose the antonym for 'pulverise'.","[""egalitarian"",""assemble"",""antiquated"",""ponder""]","assemble","ant","pulverise"
"Choose the antonym for 'punitive'.","[""lenient"",""embellish"",""investigate"",""loquacious""]","lenient","ant","punitive"
"Choose the antonym for 'quagmire'.","[""correspond"",""firm"",""factual"",""intuitive""]","firm","ant","quagmire"
"Choose the antonym for 'quarantine'.","[""release"",""ironic"",""superficial"",""physical""]","release","ant","quarantine"
"Choose the antonym for 'quarry'.","[""mound"",""deterrent"",""sectarian"",""obscure""]","mound","ant","quarry"
"Choose the antonym for 'queer'.","[""diminution"",""magnate"",""ordinary"",""quaint""]","ordinary","ant","queer"
"Choose the antonym for 'quell'.","[""nobility"",""inflame"",""dignify"",""sequence""]","inflame","ant","quell"
"Choose the antonym for 'querulous'.","[""receptive"",""contented"",""obsession"",""ascend""]","contented","ant","querulous"
"Choose the antonym for 'quintessential'.","[""quell"",""atypical"",""genre"",""recalcitrant""]","atypical","ant","quintessential"
"Choose the antonym for 'quip'.","[""initiate"",""strut"",""secure"",""solemnity""]","solemnity","ant","quip"
"Choose the antonym for 'quixotic'.","[""practical"",""obscure"",""temperature"",""irksome""]","practical","ant","quixotic"
"Choose the antonym for 'quizzical'.","[""earnest"",""impose"",""voluntary"",""expert""]","earnest","ant","quizzical"
"Choose the antonym for 'ramification'.","[""origin"",""simile"",""congenial"",""perplexed""]","origin","ant","ramification"
"Choose the antonym for 'ramshackle'.","[""summarise"",""gadget"",""tantamount"",""sturdy""]","sturdy","ant","ramshackle"
"Choose the antonym for 'rancour'.","[""goodwill"",""enrapt"",""unanimous"",""ambulatory""]","goodwill","ant","rancour"
"Choose the antonym for 'rank'.","[""persuade"",""affront"",""bottom"",""arbitrary""]","bottom","ant","rank"
"Choose the antonym for 'ransack'.","[""credible"",""gullible"",""decrepit"",""restore""]","restore","ant","ransack"
"Choose the antonym for 'rant'.","[""ingredient"",""malign"",""discern"",""whisper""]","whisper","ant","rant"
"Choose the antonym for 'rapacious'.","[""daring"",""conveyor"",""imprudent"",""charitable""]","charitable","ant","rapacious"
"Choose the antonym for 'rare'.","[""frequent"",""confide"",""ineffable"",""corrosive""]","frequent","ant","rare"
"Choose the antonym for 'rarity'.","[""impecunious"",""adjacent"",""vessel"",""abundance""]","abundance","ant","rarity"
"Choose the antonym for 'ratify'.","[""volatile"",""nobility"",""notion"",""oppose""]","oppose","ant","ratify"
"Choose the antonym for 'rationale'.","[""monochrome"",""caprice"",""vow"",""rant""]","caprice","ant","rationale"
"Choose the antonym for 'reactionary'.","[""poverty"",""yearn"",""depict"",""progressive""]","progressive","ant","reactionary"
"Choose the antonym for 'reap'.","[""scatter"",""pigment"",""flippant"",""decency""]","scatter","ant","reap"
"Choose the antonym for 'recalcitrant'.","[""collide"",""analyse"",""obedient"",""expedient""]","obedient","ant","recalcitrant"
"Choose the antonym for 'recant'.","[""poignant"",""quench"",""dour"",""reaffirm""]","reaffirm","ant","recant"
"Choose the antonym for 'recede'.","[""convoluted"",""cynic"",""advance"",""euphonious""]","advance","ant","recede"
"Choose the antonym for 'receive'.","[""cache"",""decline"",""immoral"",""repugnant""]","decline","ant","receive"
"Choose the antonym for 'receptacle'.","[""besieged"",""hackneyed"",""contents"",""askance""]","contents","ant","receptacle"
"Choose the antonym for 'receptive'.","[""canopy"",""hostile"",""din"",""content""]","hostile","ant","receptive"
"Choose the antonym for 'recite'.","[""limp"",""burgeon"",""read"",""rationale""]","read","ant","recite"
"Choose the antonym for 'recluse'.","[""languid"",""extrovert"",""urban"",""nonchalant""]","extrovert","ant","recluse"
"Choose the antonym for 'recollection'.","[""scoff"",""oblivion"",""argument"",""elect""]","oblivion","ant","recollection"
"Choose the antonym for 'recompense'.","[""belligerent"",""penalty"",""ebullient"",""irreverence""]","penalty","ant","recompense"
"Choose the antonym for 'reconcile'.","[""divide"",""shell"",""estimate"",""fertile""]","divide","ant","reconcile"
"Choose the antonym for 'recondite'.","[""restore"",""chore"",""compel"",""plain""]","plain","ant","recondite"
"Choose the antonym for 'recount'.","[""conceal"",""defame"",""eccentric"",""reserve""]","conceal","ant","recount"
"Choose the antonym for 'recycle'.","[""exile"",""discard"",""subtropical"",""privilege""]","discard","ant","recycle"
"Choose the antonym for 'redolent'.","[""hostile"",""bland"",""trinket"",""severe""]","bland","ant","redolent"
"Choose the antonym for 'redress'.","[""worsen"",""wither"",""ablest"",""antithesis""]","worsen","ant","redress"
"Choose the antonym for 'redundant'.","[""thoughtful"",""necessary"",""exaggerate"",""criterion""]","necessary","ant","redundant"
"Choose the antonym for 'reel'.","[""steady"",""impart"",""amiable"",""joyous""]","steady","ant","reel"
"Choose the antonym for 'reflective'.","[""stagnate"",""careless"",""commotion"",""earnest""]","careless","ant","reflective"
"Choose the antonym for 'reformation'.","[""decline"",""privilege"",""prioritise"",""matte""]","decline","ant","reformation"
"Choose the antonym for 'refuse'.","[""consent"",""custodian"",""peckish"",""absurd""]","consent","ant","refuse"
"Choose the antonym for 'regime'.","[""intimidate"",""dilapidated"",""transient"",""liberty""]","liberty","ant","regime"
"Choose the antonym for 'regretful'.","[""delighted"",""grievance"",""impromptu"",""commotion""]","delighted","ant","regretful"
"Choose the antonym for 'regulate'.","[""sublime"",""ignore"",""disputatious"",""epoch""]","ignore","ant","regulate"
"Choose the antonym for 'reimburse'.","[""deduct"",""unravel"",""apprehensive"",""derisive""]","deduct","ant","reimburse"
"Choose the antonym for 'reinvigorate'.","[""ambiguous"",""intrigue"",""diplomatic"",""weaken""]","weaken","ant","reinvigorate"
"Choose the antonym for 'reiterate'.","[""scurry"",""retract"",""pinnacle"",""absolve""]","retract","ant","reiterate"
"Choose the antonym for 'rejuvenate'.","[""diligent"",""extraordinary"",""divergent"",""age""]","age","ant","rejuvenate"
"Choose the antonym for 'relay'.","[""forecast"",""conceal"",""snub"",""boisterous""]","conceal","ant","relay"
"Choose the antonym for 'release'.","[""daunt"",""confiscate"",""humid"",""rancour""]","confiscate","ant","release"
"Choose the antonym for 'relegate'.","[""hypothetical"",""promote"",""choreographer"",""hawk""]","promote","ant","relegate"
"Choose the antonym for 'relentless'.","[""repugnant"",""brief"",""surge"",""crop""]","brief","ant","relentless"
"Choose the antonym for 'relinquish'.","[""capricious"",""cork"",""hold"",""dumb""]","hold","ant","relinquish"
"Choose the antonym for 'reluctant'.","[""provisional"",""exile"",""keen"",""sycophancy""]","keen","ant","reluctant"
"Choose the antonym for 'remainder'.","[""discordant"",""intransigent"",""induce"",""whole""]","whole","ant","remainder"
"Choose the antonym for 'remedy'.","[""disease"",""dispute"",""godsend"",""spurious""]","disease","ant","remedy"
"Choose the antonym for 'reminiscent'.","[""immutable"",""different"",""margin"",""erratic""]","different","ant","reminiscent"
"Choose the antonym for 'remnant'.","[""brief"",""intuition"",""sanitary"",""whole""]","whole","ant","remnant"
"Choose the antonym for 'remorse'.","[""folly"",""satisfaction"",""granular"",""immaterial""]","satisfaction","ant","remorse"
"Choose the antonym for 'remunerate'.","[""unpaid"",""conventional"",""retiring"",""helix""]","unpaid","ant","remunerate"
"Choose the antonym for 'rendition'.","[""original"",""stretched"",""ambulatory"",""scurry""]","original","ant","rendition"
"Choose the antonym for 'renegade'.","[""adjacent"",""eccentric"",""magnanimous"",""loyalist""]","loyalist","ant","renegade"
"Choose the antonym for 'renewable'.","[""peddle"",""finite"",""subservient"",""ordeal""]","finite","ant","renewable"
"Choose the antonym for 'renounce'.","[""coincide"",""embrace"",""askance"",""listless""]","embrace","ant","renounce"
"Choose the antonym for 'repel'.","[""cliché"",""omit"",""attract"",""lavish""]","attract","ant","repel"
"Choose the antonym for 'repercussions'.","[""capricious"",""benefit"",""simultaneous"",""inhabitants""]","benefit","ant","repercussions"
"Choose the antonym for 'replica'.","[""original"",""sated"",""listless"",""stupidity""]","original","ant","replica"
"Choose the antonym for 'reprehensible'.","[""impale"",""litigation"",""admirable"",""brooding""]","admirable","ant","reprehensible"
"Choose the antonym for 'repress'.","[""indulge"",""custodian"",""crack up"",""fiasco""]","indulge","ant","repress"
"Choose the antonym for 'reprieve'.","[""sentence"",""competition"",""debrief"",""forecast""]","sentence","ant","reprieve"
"Choose the antonym for 'reproach'.","[""praise"",""nauseous"",""determine"",""whisper""]","praise","ant","reproach"
"Choose the antonym for 'reprove'.","[""desultory"",""praise"",""decisive"",""commemorate""]","praise","ant","reprove"
"Choose the antonym for 'repudiate'.","[""imitate"",""dictionary"",""pretence"",""endorse""]","endorse","ant","repudiate"
"Choose the antonym for 'repugnant'.","[""pleasant"",""contemplate"",""convenient"",""veteran""]","pleasant","ant","repugnant"
"Choose the antonym for 'reputation'.","[""abominable"",""smirk"",""comprehensive"",""infamy""]","infamy","ant","reputation"
"Choose the antonym for 'rescind'.","[""ratify"",""shrink"",""melody"",""trifling""]","ratify","ant","rescind"
"Choose the antonym for 'reserve'.","[""spend"",""hypothetical"",""wax"",""implicate""]","spend","ant","reserve"
"Choose the antonym for 'reside'.","[""truncate"",""cordial"",""depart"",""negate""]","depart","ant","reside"
"Choose the antonym for 'residence'.","[""office"",""brawn"",""convenience"",""theme""]","office","ant","residence"
"Choose the antonym for 'residue'.","[""precedent"",""essence"",""goaded"",""gluttonous""]","essence","ant","residue"
"Choose the antonym for 'resign'.","[""accept"",""craving"",""berate"",""conceited""]","accept","ant","resign"
"Choose the antonym for 'resilience'.","[""bickering"",""fragility"",""thorough"",""ancestral""]","fragility","ant","resilience"
"Choose the antonym for 'resist'.","[""probable"",""convoluted"",""yield"",""trough""]","yield","ant","resist"
"Choose the antonym for 'resort'.","[""soldier"",""home"",""provoke"",""dour""]","home","ant","resort"
"Choose the antonym for 'respite'.","[""articulate"",""desire"",""toil"",""perplexed""]","toil","ant","respite"
"Choose the antonym for 'resplendent'.","[""dull"",""flog"",""parliament"",""imbecile""]","dull","ant","resplendent"
"Choose the antonym for 'responsibility'.","[""unwarranted"",""recompense"",""freedom"",""recondite""]","freedom","ant","responsibility"
"Choose the antonym for 'restless'.","[""favourable"",""contemporary"",""defame"",""calm""]","calm","ant","restless"
"Choose the antonym for 'restore'.","[""criterion"",""adverse"",""damage"",""populated""]","damage","ant","restore"
"Choose the antonym for 'restraint'.","[""recklessness"",""predominantly"",""ostentatious"",""wretch""]","recklessness","ant","restraint"
"Choose the antonym for 'retain'.","[""receptacle"",""discard"",""description"",""conservation""]","discard","ant","retain"
"Choose the antonym for 'retaliate'.","[""fleet"",""twilight"",""depict"",""submit""]","submit","ant","retaliate"
"Choose the antonym for 'reticent'.","[""outspoken"",""plummet"",""charismatic"",""intractable""]","outspoken","ant","reticent"
"Choose the antonym for 'retiring'.","[""sociable"",""environment"",""depraved"",""cacophony""]","sociable","ant","retiring"
"Choose the antonym for 'retort'.","[""cynic"",""evaluation"",""silence"",""endeavour""]","silence","ant","retort"
"Choose the antonym for 'retract'.","[""idiosyncrasy"",""affirm"",""rank"",""variety""]","affirm","ant","retract"
"Choose the antonym for 'retrieve'.","[""lose"",""enthralling"",""disturbing"",""exclaim""]","lose","ant","retrieve"
"Choose the antonym for 'reveal'.","[""eclectic"",""conceal"",""deluge"",""muted""]","conceal","ant","reveal"
"Choose the antonym for 'reverence'.","[""ravenous"",""contempt"",""ingredient"",""habitat""]","contempt","ant","reverence"
"Choose the antonym for 'revile'.","[""gracious"",""trough"",""unprecedented"",""praise""]","praise","ant","revile"
"Choose the antonym for 'revive'.","[""moan"",""suppress"",""rift"",""charming""]","suppress","ant","revive"
"Choose the antonym for 'revolutionise'.","[""incline"",""nemesis"",""preserve"",""sagacious""]","preserve","ant","revolutionise"
"Choose the antonym for 'rhapsody'.","[""vehicle"",""diverse"",""march"",""hilarious""]","march","ant","rhapsody"
"Choose the antonym for 'rhetoric'.","[""idle"",""detrimental"",""plainness"",""salient""]","plainness","ant","rhetoric"
"Choose the antonym for 'ridicule'.","[""hawk"",""compliment"",""odious"",""emulate""]","compliment","ant","ridicule"
"Choose the antonym for 'righteous'.","[""component"",""hamper"",""immoral"",""harrowing""]","immoral","ant","righteous"
"Choose the antonym for 'rivalry'.","[""congested"",""cooperation"",""commendable"",""aspiration""]","cooperation","ant","rivalry"
"Choose the antonym for 'robust'.","[""bereft"",""flimsy"",""context"",""austerity""]","flimsy","ant","robust"
"Choose the antonym for 'rogue'.","[""abhor"",""ambulatory"",""respectable"",""deposit""]","respectable","ant","rogue"
"Choose the antonym for 'rueful'.","[""agreeable"",""forty"",""felicitous"",""cheerful""]","cheerful","ant","rueful"
"Choose the antonym for 'rummage'.","[""magnate"",""spendthrift"",""tidy"",""hackneyed""]","tidy","ant","rummage"
"Choose the antonym for 'ruthless'.","[""merciful"",""feign"",""nimble"",""nefarious""]","merciful","ant","ruthless"
"Choose the antonym for 'sabotage'.","[""support"",""peckish"",""hygienic"",""covet""]","support","ant","sabotage"
"Choose the antonym for 'sacred'.","[""profane"",""proficient"",""cuisine"",""blunt""]","profane","ant","sacred"
"Choose the antonym for 'sanctimonious'.","[""falter"",""tolerance"",""modest"",""stagnate""]","modest","ant","sanctimonious"
"Choose the antonym for 'sanctity'.","[""modernise"",""archaic"",""acute"",""worldliness""]","worldliness","ant","sanctity"
"Choose the antonym for 'sanctuary'.","[""vice"",""scanty"",""danger"",""conserve""]","danger","ant","sanctuary"
"Choose the antonym for 'sane'.","[""altitude"",""insane"",""flawless"",""tumult""]","insane","ant","sane"
"Choose the antonym for 'sarcastic'.","[""dormant"",""sincere"",""intermittent"",""censorious""]","sincere","ant","sarcastic"
"Choose the antonym for 'satin'.","[""valour"",""jaunty"",""savour"",""coarse""]","coarse","ant","satin"
"Choose the antonym for 'satisfying'.","[""discern"",""equip"",""immediately"",""frustrating""]","frustrating","ant","satisfying"
"Choose the antonym for 'savour'.","[""loathe"",""complex"",""folly"",""ostentatious""]","loathe","ant","savour"
"Choose the antonym for 'savoury'.","[""bickering"",""sanctity"",""contagious"",""bland""]","bland","ant","savoury"
"Choose the antonym for 'scarcity'.","[""comical"",""tapestry"",""abundance"",""audience""]","abundance","ant","scarcity"
"Choose the antonym for 'scathing'.","[""monologue"",""bawl"",""haphazard"",""favourable""]","favourable","ant","scathing"
"Choose the antonym for 'scenic'.","[""deprive"",""bleak"",""famine"",""idiosyncrasy""]","bleak","ant","scenic"
"Choose the antonym for 'sceptical'.","[""trusting"",""helix"",""galvanise"",""garbled""]","trusting","ant","sceptical"
"Choose the antonym for 'scholastic'.","[""curious"",""relentless"",""vow"",""practical""]","practical","ant","scholastic"
"Choose the antonym for 'score'.","[""erudite"",""hinder"",""penalty"",""receptive""]","penalty","ant","score"
"Choose the antonym for 'scrutinise'.","[""ineptitude"",""skim"",""anecdote"",""traitor""]","skim","ant","scrutinise"
"Choose the antonym for 'sculpture'.","[""inhale"",""unforgiving"",""regretful"",""photograph""]","photograph","ant","sculpture"
"Choose the antonym for 'scurrilous'.","[""recollection"",""respectful"",""demeanour"",""expedient""]","respectful","ant","scurrilous"
"Choose the antonym for 'seclusion'.","[""taut"",""myriad"",""structure"",""company""]","company","ant","seclusion"
"Choose the antonym for 'secretive'.","[""denounce"",""relish"",""forthcoming"",""brooding""]","forthcoming","ant","secretive"
"Choose the antonym for 'sectarian'.","[""impartial"",""artificial"",""inaccurate"",""vicarious""]","impartial","ant","sectarian"
"Choose the antonym for 'secure'.","[""shoulder"",""unsafe"",""hoof"",""distinct""]","unsafe","ant","secure"
"Choose the antonym for 'segment'.","[""penetrate"",""whole"",""memoir"",""ascendancy""]","whole","ant","segment"
"Choose the antonym for 'seldom'.","[""frequently"",""ponderous"",""snivel"",""calm""]","frequently","ant","seldom"
"Choose the antonym for 'self-righteous'.","[""vanish"",""modest"",""decrepit"",""glimpse""]","modest","ant","self-righteous"
"Choose the antonym for 'semantics'.","[""hybrid"",""meaninglessness"",""alienate"",""insight""]","meaninglessness","ant","semantics"
"Choose the antonym for 'serendipity'.","[""liberal"",""expository"",""foresight"",""oppose""]","foresight","ant","serendipity"
"Choose the antonym for 'serenity'.","[""exemplify"",""debut"",""hasty"",""turmoil""]","turmoil","ant","serenity"
"Choose the antonym for 'shrink'.","[""recluse"",""expand"",""promote"",""nomadic""]","expand","ant","shrink"
"Choose the antonym for 'significant'.","[""arbitrary"",""mettle"",""amorphous"",""trivial""]","trivial","ant","significant"
"Choose the antonym for 'simulate'.","[""curious"",""custom"",""authentic"",""anguish""]","authentic","ant","simulate"
"Choose the antonym for 'simultaneous'.","[""vague"",""sequential"",""mere"",""gripe""]","sequential","ant","simultaneous"
"Choose the antonym for 'singular'.","[""unkempt"",""plural"",""forthwith"",""vigour""]","plural","ant","singular"
"Choose the antonym for 'skirmish'.","[""truce"",""revile"",""foremost"",""pulverise""]","truce","ant","skirmish"
"Choose the antonym for 'slogan'.","[""rivalry"",""bland"",""explanation"",""naive""]","explanation","ant","slogan"
"Choose the antonym for 'slothful'.","[""barb"",""belies"",""inconspicuous"",""industrious""]","industrious","ant","slothful"
"Choose the antonym for 'slovenly'.","[""trickle"",""recite"",""neat"",""programme""]","neat","ant","slovenly"
"Choose the antonym for 'sluggish'.","[""brisk"",""assent"",""contend"",""intense""]","brisk","ant","sluggish"
"Choose the antonym for 'sober'.","[""demolished"",""veto"",""blot"",""frivolous""]","frivolous","ant","sober"
"Choose the antonym for 'sociable'.","[""condemn"",""indiscriminate"",""aloof"",""erratic""]","aloof","ant","sociable"
"Choose the antonym for 'solemnity'.","[""depraved"",""bane"",""festivity"",""candid""]","festivity","ant","solemnity"
"Choose the antonym for 'solicit'.","[""daring"",""chasm"",""hospitable"",""refuse""]","refuse","ant","solicit"
"Choose the antonym for 'solitude'.","[""plunge"",""company"",""leonine"",""husk""]","company","ant","solitude"
"Choose the antonym for 'sophisticated'.","[""vanity"",""fiasco"",""simple"",""disputatious""]","simple","ant","sophisticated"
"Choose the antonym for 'specify'.","[""admonish"",""elated"",""abstain"",""omit""]","omit","ant","specify"
"Choose the antonym for 'spendthrift'.","[""extract"",""clandestine"",""delirious"",""thrifty""]","thrifty","ant","spendthrift"
"Choose the antonym for 'spiteful'.","[""kind"",""mobile"",""conscience"",""slack""]","kind","ant","spiteful"
"Choose the antonym for 'spontaneity'.","[""deliberation"",""adhere"",""oppose"",""blissful""]","deliberation","ant","spontaneity"
"Choose the antonym for 'sporadic'.","[""lenient"",""pristine"",""majestic"",""constant""]","constant","ant","sporadic"
"Choose the antonym for 'spurious'.","[""valid"",""amiable"",""congenial"",""recollection""]","valid","ant","spurious"
"Choose the antonym for 'squalor'.","[""hustle"",""constraint"",""envisage"",""cleanliness""]","cleanliness","ant","squalor"
"Choose the antonym for 'stability'.","[""crucial"",""darn"",""ordeal"",""unsteadiness""]","unsteadiness","ant","stability"
"Choose the antonym for 'stagnate'.","[""anguish"",""advance"",""encompass"",""wreck""]","advance","ant","stagnate"
"Choose the antonym for 'stalemate'.","[""breakthrough"",""subsequent"",""culpable"",""malicious""]","breakthrough","ant","stalemate"
"Choose the antonym for 'stance'.","[""neutrality"",""populous"",""disputatious"",""ventilation""]","neutrality","ant","stance"
"Choose the antonym for 'static'.","[""populous"",""joyous"",""restless"",""tedious""]","restless","ant","static"
"Choose the antonym for 'stealthy'.","[""quintessential"",""dissonance"",""obvious"",""attached""]","obvious","ant","stealthy"
"Choose the antonym for 'stereotype'.","[""individuality"",""immediate"",""monotonous"",""receptacle""]","individuality","ant","stereotype"
"Choose the antonym for 'stockpile'.","[""fleet"",""savoury"",""shortage"",""twilight""]","shortage","ant","stockpile"
"Choose the antonym for 'stoic'.","[""emotional"",""nebulous"",""exaggerate"",""slovenly""]","emotional","ant","stoic"
"Choose the antonym for 'stolid'.","[""habitable"",""emotional"",""revile"",""harass""]","emotional","ant","stolid"
"Choose the antonym for 'stretched'.","[""compressed"",""company"",""according"",""euphemism""]","compressed","ant","stretched"
"Choose the antonym for 'strident'.","[""jargon"",""deluge"",""system"",""quiet""]","quiet","ant","strident"
"Choose the antonym for 'stringent'.","[""epic"",""alluring"",""lenient"",""fracas""]","lenient","ant","stringent"
"Choose the antonym for 'strive'.","[""custom"",""magnetic"",""floppy"",""abandon""]","abandon","ant","strive"
"Choose the antonym for 'strut'.","[""detrimental"",""anarchist"",""shuffle"",""galvanise""]","shuffle","ant","strut"
"Choose the antonym for 'stubborn'.","[""tenuous"",""fraught"",""diatribe"",""compliant""]","compliant","ant","stubborn"
"Choose the antonym for 'studious'.","[""infamy"",""vanish"",""idle"",""insatiable""]","idle","ant","studious"
"Choose the antonym for 'stupendous'.","[""ordinary"",""reproach"",""apprentice"",""quixotic""]","ordinary","ant","stupendous"
"Choose the antonym for 'stupidity'.","[""howl"",""wisdom"",""comforting"",""frequently""]","wisdom","ant","stupidity"
"Choose the antonym for 'suave'.","[""restore"",""comprehend"",""awkward"",""magnate""]","awkward","ant","suave"
"Choose the antonym for 'subjugate'.","[""liberate"",""floppy"",""guard"",""ineptitude""]","liberate","ant","subjugate"
"Choose the antonym for 'sublime'.","[""earnest"",""perspective"",""prophecy"",""dull""]","dull","ant","sublime"
"Choose the antonym for 'submit'.","[""resist"",""glimpse"",""incorrigible"",""galvanise""]","resist","ant","submit"
"Choose the antonym for 'subsequent'.","[""endeavour"",""earlier"",""leisure"",""obstinate""]","earlier","ant","subsequent"
"Choose the antonym for 'subservient'.","[""opaque"",""acclaim"",""assertive"",""abhorrent""]","assertive","ant","subservient"
"Choose the antonym for 'subside'.","[""heresy"",""intensify"",""myth"",""contract""]","intensify","ant","subside"
"Choose the antonym for 'substance'.","[""grit"",""sermon"",""emptiness"",""seclusion""]","emptiness","ant","substance"
"Choose the antonym for 'substantiate'.","[""aspiration"",""endeavour"",""jaded"",""refute""]","refute","ant","substantiate"
"Choose the antonym for 'subtlety'.","[""consensus"",""depressing"",""boldness"",""score""]","boldness","ant","subtlety"
"Choose the antonym for 'subtropical'.","[""seize"",""fortuitous"",""frigid"",""braggart""]","frigid","ant","subtropical"
"Choose the antonym for 'succinct'.","[""settee"",""inopportune"",""lengthy"",""jittery""]","lengthy","ant","succinct"
"Choose the antonym for 'suggestible'.","[""incoherent"",""ambulatory"",""stubborn"",""studious""]","stubborn","ant","suggestible"
"Choose the antonym for 'sundry'.","[""desperate"",""abstruse"",""thwart"",""uniform""]","uniform","ant","sundry"
"Choose the antonym for 'supercilious'.","[""absorbed"",""humble"",""unravel"",""formidable""]","humble","ant","supercilious"
"Choose the antonym for 'superior'.","[""heeding"",""extricate"",""modest"",""inferior""]","inferior","ant","superior"
"Choose the antonym for 'supplicate'.","[""demand"",""rebuke"",""crop"",""architecture""]","demand","ant","supplicate"
"Choose the antonym for 'surge'.","[""admirable"",""succinct"",""decline"",""artificial""]","decline","ant","surge"
"Choose the antonym for 'surly'.","[""detain"",""friendly"",""prudence"",""convince""]","friendly","ant","surly"
"Choose the antonym for 'surmount'.","[""conservation"",""melody"",""deter"",""succumb""]","succumb","ant","surmount"
"Choose the antonym for 'surpass'.","[""scanty"",""pristine"",""apprehensive"",""fall short""]","fall short","ant","surpass"
"Choose the antonym for 'surreptitious'.","[""homograph"",""flamboyant"",""overt"",""altruistic""]","overt","ant","surreptitious"
"Choose the antonym for 'surveillance'.","[""peckish"",""neglect"",""expense"",""disperse""]","neglect","ant","surveillance"
"Choose the antonym for 'suspect'.","[""confound"",""credit"",""cache"",""lethargic""]","credit","ant","suspect"
"Choose the antonym for 'suspend'.","[""resume"",""hallmark"",""nimble"",""relentless""]","resume","ant","suspend"
"Choose the antonym for 'swallow'.","[""demote"",""molten"",""scoff"",""spit out""]","spit out","ant","swallow"
"Choose the antonym for 'swindled'.","[""honoured"",""fraudulent"",""insane"",""overbearing""]","honoured","ant","swindled"
"Choose the antonym for 'sycophancy'.","[""hue"",""frankness"",""fusion"",""emphasise""]","frankness","ant","sycophancy"
"Choose the antonym for 'tangible'.","[""abstract"",""effusion"",""prosperous"",""narrative""]","abstract","ant","tangible"
"Choose the antonym for 'tantamount'.","[""pugnacious"",""different"",""sanitary"",""disparage""]","different","ant","tantamount"
