word,def,syn,ant,example
prosperous,"Having plenty of money, so that life is comfortable and secure",wealthy; affluent; moneyed,poor; needy; penniless,"The little fishing village has more cars and bigger houses than it did ten years ago, thanks to the summer tourists."
protagonist,"The main character in a story, play or film, who the others answer to",central character; lead; star,antagonist; enemy; opponent,The main figure in the story is a shy girl who trains hard and goes on to win the county final.
protract,To make something last for a longer time than it should,extend; prolong; lengthen,shorten; curtail; compress,A broken radiator meant the staff meeting stayed in the hall for three hours instead of one.
proverb,A short old saying passed on through generations that carries a lesson,adage; motto; maxim,riddle; question; contradiction,"Grandad would always end his advice with a short saying, and we were meant to work out what it meant."
provincial,"Coming from or relating to the countryside, away from big cities and centres",rural; rustic; outlying,urban; metropolitan; central,"Our town has one set of traffic lights, a butcher's shop and no cinema at all, yet everybody seems content."
provisional,"Not final, but holding good for the time being until it is changed",temporary; interim; tentative,permanent; final; lasting,"The council's approval for our school trip is only in place for now, and they may change their minds later."
provocative,"Deliberately causing an argument or a strong reaction, or designed to attract attention",inflammatory; teasing; bold,calm; gentle; inoffensive,His provocative comment about the new library rules made everyone at lunch argue for the rest of the day.
proximity,"How near one thing is to another, either in space or in time",nearness; closeness; adjacency,remoteness; separation; distance,The proximity of the exam hall to our classroom means we can walk there in a minute.
prudence,Good judgement that avoids harm and takes no pointless risks,caution; carefulness; commonsense,recklessness; rashness; thoughtlessness,It was the prudence of the trip leader to check the forecast before we set off.
pugnacious,"Ready and keen to fight, quarrel or argue with other people",aggressive; quarrelsome; combative,peaceful; friendly; easygoing,"Our new class monitor is a bit pugnacious, so she has had two rows with the others."
pulverise,"To break something down into extremely tiny particles, or to smash it to bits",crush; grind; shatter,assemble; build; strengthen,The old brick wall was pulverised so quickly that the workers turned it into a soft grey powder.
punitive,"Intended to punish somebody, and usually far harsher than the offence deserves",harsh; severe; disciplinary,lenient; mild; merciful,The head teacher thought a whole week of extra homework was too punitive for one missed lesson.
quagmire,"An area of very soft wet ground that is hard to walk across, or a problem that is just as hard to get out of",bog; marsh; morass,firm; solid; dry,"After two days of rain, the path across the playing field became a quagmire of mud and puddles."
quarantine,"To keep a person, animal or place apart for a time to stop a disease spreading",isolate; confine; segregate,release; admit; welcome,The whole poultry shed was put in quarantine for a fortnight to stop the flu going round.
quarry,"A place where stone, sand or gravel is dug or blasted out of the ground",pit; mine; diggings,mound; hill; embankment,Our geography trip ended at a huge quarry where a lorry dropped a block the size of our car.
queer,"Different from what is expected, and odd enough to make people turn round",strange; odd; peculiar,ordinary; typical; everyday,We heard a queer noise behind the sports hall and found a fox stuck under the bike shed.
quell,"To bring an end to something such as a fight, a panic or a fire",calm; subdue; suppress,stir; inflame; worsen,One confident sixth former managed to quell the panic when the alarm rang during assembly.
querulous,"Always fault-finding and hard to please, with a long, complaining voice",whiny; irritable; fretful,contented; cheerful; uncomplaining,Our new neighbour became quite querulous when the bin men would not empty the back garden on time.
quintessential,"The very finest example of a particular kind of person or thing, showing its qualities completely",ideal; perfect; classic,atypical; unusual; imperfect,"With her muddy boots and endless questions about pond life, she is the quintessential school naturalist."
quip,"A short, clever remark that is made to make people laugh",joke; witticism; gag,complaint; solemnity; silence,My uncle always answers with a quip when somebody asks him how he is today.
quixotic,"Having generous, high-minded plans that can never really be carried out",idealistic; unrealistic; impractical,realistic; practical; cautious,His quixotic plan to sail round the world in a small boat will probably fail.
quizzical,"Full of fun and doubt at the same time, as though you already knew the answer to your own question",mischievous; playful; teasing,serious; solemn; earnest,She gave me a quizzical look when I said that I had brought my own pencil case.
ramification,"A further effect of an action, especially an unwelcome one that nobody thought about at first",consequence; result; after-effect,cause; origin; beginning,The main ramification of closing the corner shop was that we now walk a mile for milk.
ramshackle,"Old and in such poor repair that the pieces are barely held together, and it may fall down",shaky; rickety; dilapidated,sturdy; solid; sound,We were shown a ramshackle shed at the far end of the garden to keep our bikes in.
rancour,"A deep and lasting dislike for somebody, so strong that it spoils the way they think",hatred; bitterness; spite,goodwill; love; affection,Years of rancour between the two families were finally ended when the old wall came down.
rank,"One step in an official order, showing how important or powerful somebody is",position; grade; status,bottom; disgrace; obscurity,A high rank in the school choir means you sit at the front of the stage.
ransack,"To search a room or building roughly, throwing things about to find what you want",rummage; plunder; comb,tidy; organise; restore,She had to ransack her school bag in the corridor to find her library book.
rant,"To speak or write at great length in an angry, excited voice",shout; bellow; ramble,whisper; murmur; silence,The head teacher began to rant about the state of the changing rooms after the match.
rapacious,"Taking as much money and property as can possibly be grabbed, and never being satisfied",greedy; grasping; covetous,generous; charitable; kind,The rapacious developers bought up every shop on the high street and put up flats.
rare,"Not seen, found or experienced very often at all",uncommon; scarce; unusual,common; ordinary; frequent,"It is rare for our school to win the athletics cup, but we did it twice last year."
rarity,The state of something being found or happening only very seldom,scarcity; infrequency; uncommonness,abundance; plenty; frequency,The rarity of a total eclipse of the sun made people travel from many countries to see it.
ratify,"To give official agreement to a plan, treaty or promise, so that it becomes binding",approve; endorse; confirm,reject; cancel; oppose,Both schools had to ratify the plan to share a coach for the athletics trip.
rationale,The set of reasons and logic that explain why a decision or plan was made,reasoning; justification; basis,caprice; whim; irrationality,The pupils asked for the rationale behind banning mobile phones from the playground.
reactionary,"Supporting the old way of doing things and opposing change, especially in politics",conservative; traditional; old-fashioned,progressive; modern; forward-looking,Some members were so reactionary that they voted against the new computers in the library.
reap,"To cut and take in a ripe crop, or to collect the results of somebody's work",harvest; gather; obtain,sow; scatter; waste,The farmer said we could reap the apples ourselves if we picked them carefully.
recalcitrant,"Refusing firmly to obey rules or instructions, and resisting every attempt to control you",stubborn; obstinate; disobedient,obedient; compliant; cooperative,The recalcitrant boys in year nine would not line up when the bell rang.
recant,"To formally take back something you have said or believed, usually in public",retract; withdraw; disown,reaffirm; assert; insist,In court the witness chose to recant his statement after seeing the new evidence.
recede,"To move back or away, or to become weaker, smaller or less important",retreat; withdraw; diminish,advance; approach; increase,"The flood water began to recede on Tuesday, so our street was passable again at last."
receive,"To be given a gift, prize or message, or to be greeted by somebody who has arrived",get; accept; obtain,give; send; decline,Every pupil who enters the writing competition will receive a certificate at the end of term.
receptacle,"An object such as a box, bowl or vase that is made to hold or contain something",container; holder; vessel,contents; cover; wrapper,We used a tall glass receptacle to keep the pencils upright on the desk.
receptive,"Ready and glad to listen to new ideas and consider them, rather than set in one's ways",open-minded; willing; adaptable,closed-minded; hostile; resistant,"Our form teacher is receptive to ideas, so she let the class plan its own charity day."
recite,"To say a poem, a list of numbers or a passage out loud, with no notes in front of you",repeat; reproduce; deliver,read; forget; improvise,"At the end of assembly, two pupils recited a poem about their first day at school."
recluse,"A person who deliberately avoids company and lives quietly alone, away from other people",hermit; loner; solitary,socialite; extrovert; outgoing,"The recluse in the old mill house never spoke to anybody, and the children only saw him at the shop."
recollection,"Something from the past that you remember happening, or the act of bringing it back to mind",memory; remembrance; recall,oblivion; forgetfulness,Her first recollection of school was of hiding behind the door on her very first morning.
recompense,"Something of value, usually money, given to somebody in return for doing something for others",reward; payment; repayment,penalty; fine; loss,The council gave a small recompense to the man whose shed the wall had fallen on.
reconcile,To bring two sides back to friendship and agreement after a disagreement or quarrel,appease; placate; settle,divide; split; estrange,A shared apology from the caretaker helped reconcile the two boys after their argument.
recondite,"Far beyond ordinary understanding, because the ideas involved are hidden and complicated",obscure; abstruse; complicated,plain; simple; clear,The instructions for the new science club were so recondite that nobody understood them.
recount,"To tell somebody in words all the details of something that happened, in order",relate; narrate; describe,forget; conceal; suppress,"In assembly, the police officer recounted how he had found the lost dog near the river."
recycle,"To collect old paper, glass or metal and treat it so that it can be used again",reuse; reclaim; reprocess,discard; dump; waste,Our class started a scheme to recycle empty bottles and raised over fifty pounds for charity.
redolent,"Smelling strongly of something, or carrying strong feelings connected with a time or place",fragrant; scented; evocative,odourless; bland; stale,"The kitchen was redolent of baking cakes, which made the whole class feel hungry."
redress,"To set right a wrong, an injustice or a mistake, so that things are fair again",remedy; correct; repair,worsen; damage; perpetuate,The head teacher tried to redress the wrong by writing to every parent about the mix-up.
redundant,"No longer needed, especially because something newer or better has taken its place",superfluous; unnecessary; surplus,essential; necessary; useful,Our old laptops became redundant when the school bought a brand new set for the classroom.
reel,"To lose your footing and sway unsteadily, often because you feel dizzy or shocked",stagger; lurch; totter,steady; stabilise; balance,He reeled when the spinning ride stopped suddenly and had to sit down on the wall.
reflective,"Thinking carefully and quietly about something, often about your own feelings or actions",thoughtful; pensive; contemplative,careless; impulsive; thoughtless,"After the match, the captain was reflective about the goals he had missed."
reformation,"A set of changes made to improve an organisation, a system or a practice so that it works better",improvement; overhaul; modernisation,deterioration; decline; stagnation,The reformation of the school timetable has brought us far more time for our library lessons.
refuse,"To say firmly that you will not do something, or to turn down an offer that is made to you",decline; reject; spurn,accept; agree; consent,She had to refuse the invitation to the party since she was going away that weekend.
regime,"A government that holds power, especially one whose rules are harsh and unfair",government; administration; leadership,democracy; liberty; freedom,"Ordinary families lived in constant fear, because those strict rulers controlled every part of their daily lives."
regretful,Feeling sorry and upset about something bad that has happened,sorry; rueful; apologetic,delighted; pleased; happy,"He looked down at the floor, regretful that he had shouted at his little sister."
regulate,To control something carefully by making rules and checking that they are followed,control; manage; govern,ignore; neglect; disrupt,The head teacher set strict limits on when and how pupils might use their mobile phones.
reimburse,"To pay someone back money that they have already spent, especially travel or business costs",refund; repay; compensate,charge; deduct; demand,"After our coach broke down, the school gave my mother her money back for the wasted journey."
reinvigorate,To give someone or something fresh energy and strength after they have been tired or weak,revive; revitalise; refresh,weaken; drain; exhaust,"After a short sleep in the car, the two players felt full of energy for the second half of the match."
reiterate,To say something again in order to make your point clearer or more certain,repeat; restate; reaffirm,retract; withdraw; contradict,"The head teacher said the same warning again, because three pupils had still not understood the rule."
rejuvenate,To make someone or something feel and look younger and fresher again,refresh; revive; revitalise,age; fade; weaken,"A week at the seaside with Grandad worked wonders, and she came home looking years younger."
relay,"To pass a message, signal or news from one person or place to another",pass on; transmit; forward,withhold; block; conceal,"When the bell rang, the pupil at the back shouted the message across the playground to the others."
release,"To let go of something or someone, or to make available for people to use",free; liberate; publish,capture; imprison; confiscate,The keeper opened the gate and let the rescued otter go back into the water at last.
relegate,"To send someone or something to a lower level, place or job than before",demote; downgrade; reduce,promote; elevate; upgrade,"After the season ended, the goalkeeper was moved down to the bench because he had not played."
relentless,"Continuing without any pause, mercy or easing off, often in a tiring way",unrelenting; ceaseless; unending,gentle; brief; occasional,"The rain fell without a break all afternoon, so the players stood shivering beside the touchline for hours."
relinquish,"To give up something you hold or control, or to stop doing a job or activity",surrender; abandon; yield,hold; grasp; keep,At the end of the match the captain gave up his place in the team so the injured goalkeeper could play.
reluctant,"Unwilling to do something, although you may finally do it because you have to",unwilling; hesitant; disinclined,eager; willing; keen,"She said yes, but her trembling hands showed that she would rather have stayed in her seat."
remainder,The part of a total that is left over once everything else has been used or taken,leftover; surplus; balance,whole; total; entirety,"After paying the deposit, the rest of the trip cost was paid in two equal instalments."
remedy,"Something that cures or relieves a problem, illness or complaint",cure; fix; solution,disease; illness; complaint,"My grandmother always said that hot soup, early nights and thick scarves were the best answer to a winter cough."
reminiscent,Making you think of something or someone you have known or experienced before,evocative; characteristic; typical,different; unlike; novel,"The smell of chalk dust in the new hall was strikingly familiar, like an old classroom from childhood."
remnant,"A small piece of something that has broken off or been cut, with the rest already gone",leftover; fragment; scrap,whole; entirety; bulk,Only a few crumbs of the enormous cake were left on the plate after the party.
remorse,Deep feeling of guilt and sorrow for something bad that you have done,guilt; regret; repentance,satisfaction; indifference; pride,"He could not sleep for days, and the awful feeling in his chest would not let him forget what he had done."
remunerate,To pay someone money for the work they have done or the service they have given,pay; reward; compensate,unpaid; fine; withhold,The council agreed to give every helper who had given up their free time some money for guiding the runners.
rendition,"A performance of a song, play or piece of music, or the act of performing it",performance; version; interpretation,original; silence; rehearsal,"When she sang the school song at the concert, even the visiting parents were moved to clap."
renegade,"Someone who deserts one side and joins an enemy or rival group, out of self-interest",traitor; deserter; turncoat,loyalist; patriot,"During the war, the soldier who slipped away to join the enemy was despised by the men he had abandoned."
renewable,"Able to be replaced, reused or generated again instead of running out for ever",sustainable; replaceable; reusable,finite; scarce; exhaustible,"Wind and water power are cheap because neither of them ever runs out, unlike coal or oil."
renounce,"To give up a belief, title, right or possession deliberately and say you will not have it",abandon; forsake; surrender,claim; embrace; adopt,"In his speech, the old king turned his back on the treaty and refused to accept any part of it."
repel,"To make someone or something turn away, or to push back what is approaching",disgust; deter; alienate,attract; welcome; charm,The cold wind at the top of the hill was enough to send the tired walkers back down again.
repercussions,The bad effects that an action or event has on other people later on,consequences; results; aftermath,benefit; advantage; gain,"The argument over the new school rule had serious knock-on effects, and three families soon moved away."
replica,"An exact copy of something, such as a model, statue or aircraft",copy; duplicate; facsimile,original; prototype; genuine,"Visitors queued to walk through the huge model of the cathedral, which looked exactly like the real building."
reprehensible,So bad in behaviour that it deserves strong criticism and blame,disgraceful; shameful; objectionable,admirable; respectable; commendable,The head teacher said that copying another pupil's work was dishonest and morally wrong.
repress,"To hold back strong feelings or impulses by force, so that you do not show them",suppress; inhibit; contain,express; indulge; vent,"He struggled to keep a straight face during the boring talk, but his red ears gave him away."
reprieve,"A temporary cancellation of a punishment, giving someone more time before it happens",pardon; stay; halt,sentence; punishment; condemnation,"Because she had helped the police, the judge let the young thief off with only a warning for now."
reproach,To blame or criticise someone angrily for something they have done wrong,rebuke; scold; criticise,praise; commend; applaud,The class teacher looked at the boy in front of the whole class and told him she was disappointed.
reprove,To tell someone that their behaviour was wrong and that they should not do it again,reprimand; condemn; rebuke,praise; forgive; excuse,The head teacher told the boys firmly that running noisily down the corridor during registration was unacceptable.
repudiate,"To say publicly that you refuse to accept a claim, a story or an agreement as true",reject; disown; deny,accept; endorse; embrace,The charity dismissed the newspaper's accusation as untrue and demanded a written apology from the writer.
repugnant,So offensive that it makes anyone who sees or hears it feel disgust and a wish to look away,disgusting; revolting; obnoxious,pleasant; appealing; acceptable,The smell of the overflowing bins at the back of the kitchen made several pupils hold their noses.
reputation,"The general opinion that other people hold about you, especially about your skill or character",standing; renown; esteem,infamy; disgrace; notoriety,Years of fair play and shaking hands with the other side gave the captain a name for good sportsmanship.
rescind,"To officially withdraw a rule, order or decision so that it no longer has effect",revoke; annul; cancel,enact; ratify; reinstate,"Because the lunch box rule had caused so much trouble, the governors decided at the last meeting that it should no longer exist."
reserve,"To keep something back for later use or for a special purpose, instead of using it now",save; keep; set aside,spend; discard; exhaust,"She asked the waiter to hold the table by the window, because her friends were late again."
reside,"To have your home in a particular place, such as a house, city or country",live; settle; inhabit,depart; travel; emigrate,"Every house in our road was built in the 1920s, and the same families have been here for decades."
residence,"The place where a person lives, especially a large or grand house occupied by somebody important",home; house; dwelling,office; workplace; school,"The prime minister's official London address is well known, and photographers often crowd outside the gates."
residue,A small amount of a substance that is left behind after the rest has been taken or used,leftover; remains; dregs,whole; entirety; essence,"After the fire, only a thin layer of grey ash was still on the floor of the shed."
resign,"To give up your job or position deliberately, usually by saying so officially",quit; leave; withdraw,accept; apply; continue,"After ten years as a caretaker, Mr Ali handed in his notice because he wanted a quieter life."
resilience,"The ability to recover quickly after something difficult, disappointing or painful",toughness; strength; adaptability,fragility; helplessness; weakness,What the pupil showed after losing the final was remarkable: she trained twice as hard the next morning.
resist,"To refuse to give in to something, such as pressure, temptation or an attack",oppose; withstand; defy,yield; surrender; submit,"She could not stand the pressure from her friends, so she refused to change her answer."
resort,"A place where people go for holidays, often with hotels, beaches or other attractions",retreat; spa; seaside town,home; office; city,"Our class stayed at a small holiday park near the beach, and the queue for swimming pools started before breakfast."
respite,"A short period of relief from something difficult, giving you a moment of calm",break; pause; rest,strain; toil; pressure,After the storm the fishermen waited a whole week for calm weather before going out again.
resplendent,Shining so brightly and beautifully that everyone notices and admires,glorious; dazzling; radiant,dull; drab; shabby,"The bride's dress was covered in silver sparkles, and everyone turned to look as she walked down the aisle."
responsibility,Being the one who must deal with something carefully and make sure that a job is finished properly,duty; obligation; care,freedom; neglect; carelessness,"It was hers to lock up the classroom at four, so she checked the door twice before going home."
restless,"Unable to sit still or relax, because you feel worried, bored or excited",fidgety; uneasy; unsettled,calm; relaxed; settled,"By lunchtime the class was tapping, chatting and swinging on their chairs, waiting for the bell."
restore,"To make something damaged or broken good again, or to bring back an earlier state",repair; mend; reinstate,damage; ruin; spoil,"The old bicycle shed was fixed last spring, and now the pupils lock their bikes there safely again."
restraint,"The act of holding back an impulse, feeling or movement so that you do not do it",self-control; moderation; self-discipline,recklessness; indulgence; excess,"He wanted to shout at the referee, but good sense and calm kept the words inside his mouth."
retain,"To still have something in your possession, or to keep a memory or feeling in your mind",keep; hold; preserve,discard; lose; surrender,"Even after she moved away, she still had the letter that her grandmother had written to her."
retaliate,To do something harmful to someone because they have harmed you first,avenge; revenge; counterattack,forgive; overlook; submit,"After Finn deliberately knocked his books over, Callum decided to retaliate by spreading an embarrassing rumour."
reticent,"Not willing to talk openly about your thoughts, feelings or experiences",reserved; taciturn; guarded,outspoken; talkative; frank,"At the parents' evening, Aisha was so reticent that her teacher had to draw every detail out of her."
retiring,"Shy and reserved in company, not liking to be the centre of attention",shy; diffident; unassuming,outgoing; confident; sociable,"Chloe was so retiring in her new class that she never raised her hand, even when she knew the answer."
retort,"A quick, sharp reply that answers a remark with something equally cutting",comeback; rejoinder; repartee,silence; agreement; compliance,"When Tom said the results were rigged, Priya retorted that she had watched him copying half the answers."
retract,To state formally that a claim you made earlier was wrong and take it back,withdraw; recant; disavow,affirm; reaffirm; confirm,The newspaper had to retract its claim about the new stadium once it discovered the photograph showed a different building.
retrieve,To find and bring back something that has been lost or put away,recover; regain; reclaim,lose; discard; misplace,Danny retrieved his football boots from the shed just before the match and kicked a hat-trick.
reveal,To make something hidden or secret known to other people for the first time,disclose; expose; uncover,conceal; hide; mask,The sealed envelope revealed the names of the pupils who had won a place at the grammar school.
reverence,A very deep feeling of respect and admiration for someone or something you look up to,respect; admiration; veneration,contempt; scorn; disrespect,"The old cathedral was treated with great reverence, and nobody walked across its yard while the service was taking place."
revile,"To speak about someone or something with hatred and disgust, criticising them viciously",abuse; denounce; vilify,praise; admire; commend,"In her speech, the candidate reviled opponents who wanted the old town hall demolished, calling them vandals."
revive,"To bring back to life, or to make something that had faded or been forgotten active again",revitalise; restore; resurrect,destroy; suppress; wither,Volunteers revived interest in the crumbling swimming pool by clearing it and holding a fundraiser.
revolutionise,"To change something completely, usually because of a new idea or invention",transform; overhaul; modernise,preserve; maintain; perpetuate,"The invention of the washing machine revolutionised homes, saving families hours of scrubbing every week."
rhapsody,A long piece of music with no fixed shape that expresses strong feelings or tells a story,ode; fantasia; medley,march; lullaby; jingle,"The orchestra played a rhapsody at the concert, and the audience sat completely silent throughout."
rhetoric,Language intended to sound impressive and persuade people rather than to give plain facts,oratory; eloquence; bombast,plainness; simplicity; bluntness,"His speech was full of fine rhetoric, but the audience soon noticed he had offered no real answer to their questions."
ridicule,"To mock someone publicly, making fun of them in a way that aims to hurt",mock; deride; scoff,praise; compliment; admire,"Because he pronounced his own name wrongly, the class began to ridicule him and he refused to speak for a week."
righteous,"Completely good and morally blameless, deserving of respect because of the way you behave",virtuous; moral; upright,wicked; immoral; corrupt,"In the story, the righteous villager is rewarded for telling the truth even though he loses his job."
rivalry,A competition between two people or teams that each want to be better than the other,competition; contest; match,cooperation; partnership; harmony,The rivalry between the two schools has grown since their teams met in the final and won by one point.
robust,Strong and healthy enough to survive hard conditions or rough treatment without being damaged,sturdy; strong; durable,fragile; delicate; flimsy,"These robust boots were designed for hill walking, so they should survive months of mud and rain."
rogue,A person who behaves dishonestly or badly and cannot be trusted to do what they should,scoundrel; villain; rascal,respectable; trustworthy; law-abiding,"A rogue trading-card dealer sold fake cards to children, and the shop refused to give the money back."
rueful,"Sorry and regretful about something, while accepting that nothing can be done about it now",regretful; remorseful; apologetic,cheerful; delighted; unconcerned,He looked rueful when he realised he had eaten the last of his mother's birthday cake.
rummage,"To search through a pile of things in a hurried, untidy way, moving things aside and turning them over",ransack; forage; comb,tidy; arrange; organise,Mum had to rummage through every drawer in the kitchen before she found the tin opener.
ruthless,"Having no pity or mercy for others, and not caring how much harm you cause them to get what you want",merciless; cruel; brutal,merciful; kind; compassionate,The ruthless captain dropped the youngest boy from the team after a single mistake.
sabotage,To damage or spoil something on purpose so that it cannot be used or does not succeed,wreck; undermine; spoil,support; assist; encourage,"Someone had tried to sabotage the school's charity bake sale, but a pupil spotted the hidden note."
sacred,So holy that it must be treated with the greatest respect and never used for ordinary purposes,holy; consecrated; divine,profane; secular; worldly,"The ancient stones were considered sacred, which is why visitors must never climb or carve on them."
sanctimonious,Making a great show of being morally good and religious while seeming rather pleased with yourself,priggish; smug; self-satisfied,modest; humble; unpretentious,"He was always sanctimonious about helping at the food bank, yet he never actually turned up."
sanctity,"The quality of being holy or set apart, which makes something deserve great respect",holiness; purity; devoutness,worldliness; impurity; corruption,Visitors were asked to respect the sanctity of the church by keeping their voices low and taking off their shoes.
sanctuary,"A place where people or animals are kept safe from harm, and the protection it gives them",refuge; haven; shelter,danger; threat; exposure,The old chapel was used as a sanctuary for those who had nowhere else to sleep that winter.
sane,"Having a calm, sensible mind, able to think clearly and behave reasonably",sensible; rational; clear-headed,insane; mad; irrational,Her answers in the mock interview sounded so sane that the panel began to trust her judgement completely.
sarcastic,"Making fun of someone by saying the opposite of what you really mean, often unkindly",ironic; mocking; wry,sincere; serious; earnest,"His comment that the new kit was fashionable was sarcastic, since the whole team actually hated it."
satin,"A smooth, shiny fabric made from silk or artificial thread, used for fancy clothes and ribbons",silk; glossy; smooth,rough; coarse; dull,"The bride's dress was made of satin, and it swished beautifully as she walked to the front."
satisfying,Giving a feeling of pleasure or pride because a job or wish has been properly finished or achieved,rewarding; fulfilling; gratifying,frustrating; unrewarding; unwelcome,"Painting the whole fence was hard work, but the neighbours said the result was deeply satisfying."
savour,"To enjoy eating or smelling something slowly, taking pleasure in its taste and smell",relish; enjoy; appreciate,loathe; detest; spurn,We sat outside on the step savouring the hot soup and pretending that the rain might stop.
savoury,"Having a salty, herby or spicy taste rather than a sweet one",salty; spiced; tangy,sweet; sugary; bland,"The stall sold only savoury snacks, so we bought cheese pastries instead of doughnuts for the journey home."
scarcity,A situation in which something you need is hard to find because very little of it exists,shortage; lack; dearth,abundance; surplus; plenty,"Because of the scarcity of clean water, each family was given two bottles a day."
scathing,"Harsh and severe in criticism, leaving hardly anything in the subject untouched",withering; savage; harsh,gentle; favourable; approving,"The review was scathing, pointing out every fault in the film without a single word of praise."
scenic,"Of a place or route with beautiful natural views, often visited for the scenery",picturesque; attractive; beautiful,dull; bleak; ugly,We took the scenic route over the hills because the coach drivers said the view was wonderful.
sceptical,"Not easily convinced that something is true, and expecting to be proved wrong",doubtful; dubious; unconvinced,trusting; certain; confident,Priya was sceptical about the free lunch offer and insisted on checking the small print first.
scholastic,"Connected with schools, learning and education in general",academic; educational; scholarly,practical; vocational; amateur,Her scholastic record was so strong that two universities wrote to her before she had finished school.
score,"The number of points a player or team earns in a game, match or test",points; tally; total,penalty; deficit; loss,"Their final score of thirty-four was enough to win by a narrow margin, and the crowd went wild."
scrutinise,"To look at something very carefully and in detail, often to find faults",examine; inspect; study,skim; ignore; overlook,"The examiner scrutinised every calculation on the page before awarding marks, and two answers were changed."
sculpture,"An object shaped in a solid material such as stone, wood or metal, valued as a work of art",statue; carving; model,photograph; painting; sketch,"The bronze sculpture in the town square was stolen during the night, leaving only a clean square base."
scurrilous,Containing abusive or spiteful words that unfairly damage someone's good name,abusive; slanderous; spiteful,respectful; decent; tasteful,The newspaper printed scurrilous claims about the family that turned out to be completely untrue.
seclusion,"The state of being alone and apart from other people, away from noise and company",isolation; privacy; solitude,company; companionship; crowd,"She loved the seclusion of her grandmother's cottage, with no television and no traffic outside the gate."
secretive,"Deliberately hiding what you know, your plans or your feelings so that others cannot find out",covert; guarded; confidential,open; frank; forthcoming,Our new pupil was so secretive that none of us could tell where he lived or which club he joined.
sectarian,"Of a group who follow one particular leader or set of beliefs, often arguing fiercely with other groups",bigoted; partisan; narrow-minded,tolerant; open-minded; impartial,The discussion turned sectarian when two pupils began arguing about which religion was the only correct one.
secure,"Safe from danger and firmly fixed so that it cannot be moved, lost or stolen",safe; protected; sound,unsafe; vulnerable; exposed,The pupils checked that every window was secure before the storm arrived in the evening.
segment,"One of the separate parts into which a larger whole has been divided, like a slice of an orange",portion; section; part,whole; entirety; total,She cut the melon into segments and passed them round with a spoon each.
seldom,"Not often, and only a very small number of times",rarely; infrequently,often; frequently; constantly,"He seldom eats breakfast, and by first break he is already hungry and out of temper."
self-righteous,Certain that you are more morally correct than everyone else and looking down on those who disagree,smug; priggish; pompous,modest; humble; self-effacing,"He was self-righteous about recycling, criticising his own family for throwing away a plastic bottle."
semantics,The study of what words mean and how their meanings change in a language,lexicology; glossology; philology,meaninglessness; gibberish; nonsense,"In his essay on semantics, the pupil argued that an advertisement changes the meaning of ordinary words."
serendipity,A happy accident in which you find something wonderful that you were not looking for at all,chance; luck; fluke,misfortune; disappointment; foresight,Finding her grandmother's letters while looking for a blank notebook was pure serendipity and led to a history project.
serenity,"A state of being completely calm, peaceful and free from worry or excitement",tranquility; calmness; composure,agitation; anxiety; turmoil,"On the quiet beach at dawn, she felt a deep serenity that no school bell could ever break."
shrink,"To become smaller in size, length or amount",contract; decrease; reduce,expand; enlarge; swell,"Hot water can make rubber shrink, which is why my new boots felt tight that morning."
significant,Large or important enough to be noticed or to make a difference,important; considerable; substantial,minor; trivial; negligible,There was a significant improvement in her handwriting after just one term of practice.
simulate,To copy the appearance or actions of something in order to pretend it is real,imitate; mimic; fake,original; genuine; authentic,"In the assembly, six pupils simulate a flock of birds, flapping their arms and calling loudly."
simultaneous,Happening at exactly the same time as something else,concurrent; overlapping; coinciding,sequential; separate; successive,"The two swimming lessons are simultaneous, so the whole year must share the one pool."
singular,Belonging to one single person or thing rather than to a group,single; lone; solitary,plural; several; numerous,"One bright balloon floated past the gate, a singular sight among the dull grey buildings."
skirmish,"A short fight between small groups, lasting only a few minutes",clash; tussle; scrap,peace; truce; armistice,"During the game, a small skirmish broke out when the ball was kicked over the fence."
slogan,"A short, catchy phrase used to advertise a product or an idea",motto; catchphrase; tagline,explanation; description; account,The new sports drink's slogan was painted across the bus in huge white letters.
slothful,"Too lazy to work, move or make any effort at all",lazy; indolent; idle,industrious; hardworking; energetic,A slothful afternoon in front of the television is my idea of perfect relaxation.
slovenly,"Careless and untidy, especially about clothes or the way a job is done",untidy; scruffy; haphazard,tidy; neat; careful,"His slovenly uniform had a muddy hem, a loose button and ink stains down one sleeve."
sluggish,Moving or working slowly and without energy or enthusiasm,slow; lethargic; apathetic,brisk; lively; energetic,"On the hot afternoon, the team's sluggish pace let the other side run away with the match."
sober,"Serious and sensible, without any fun, excitement or showiness",serious; solemn; sensible,frivolous; silly; playful,"Despite the funny hat, her sober expression told us that the news was very bad."
sociable,"Pleasant and friendly, and happy to be in the company of others",outgoing; friendly; extroverted,reserved; shy; aloof,"At the party, the sociable girl greeted every guest and introduced them to one another."
solemnity,"A very serious, formal manner, especially at a ceremony",seriousness; gravity; formality,cheerfulness; merriment; festivity,The solemnity of the minute's silence in the hall made everyone lower their voices.
solicit,"To ask someone politely and formally for money, help or support",request; ask; seek,refuse; decline; reject,The charity volunteers went from house to house to solicit donations for the food bank.
solitude,"The state of being on your own, away from everybody else",seclusion; isolation; loneliness,company; crowd; companionship,"She spent the afternoon in solitude, reading on the quiet beach below the dunes."
sophisticated,"Highly developed and advanced, showing great skill or refinement",advanced; complex; refined,simple; basic; crude,The new laboratory uses sophisticated equipment that can test a drop of water in seconds.
